bit_count;stride;training_length;input;output;runtime
2;64;20;00;11;108630
2;64;20;11;11;105666
2;64;20;11;11;108876
2;64;20;11;11;112575
2;64;20;00;11;105379
2;64;20;10;11;128185
2;64;20;11;11;177585
2;64;20;01;11;132881
2;64;20;00;11;121069
2;64;20;01;11;119064
2;64;20;10;11;142098
2;64;20;01;11;119159
2;64;20;11;11;132746
2;64;20;00;11;120572
2;64;20;10;11;145815
2;64;20;10;11;133077
2;64;20;01;11;131101
2;64;20;01;11;115266
2;64;20;01;11;117106
2;64;20;01;11;123761
2;64;20;11;11;135000
2;64;20;11;11;127475
2;64;20;01;11;144160
2;64;20;00;11;148840
2;64;20;10;11;138361
2;64;20;11;11;115479
2;64;20;10;11;111071
2;64;20;00;11;107362
2;64;20;00;11;122739
2;64;20;11;11;114700
2;64;20;00;11;114663
2;64;20;00;11;120490
2;64;20;10;11;105355
2;64;20;01;11;124805
2;64;20;10;11;115824
2;64;20;00;11;116155
2;64;20;01;11;115000
2;64;20;10;11;259337
2;64;20;01;11;117791
2;64;20;10;11;108976
2;64;20;11;11;115393
2;64;20;00;11;115084
2;64;20;10;11;107121
2;64;20;01;11;113783
2;64;20;10;11;104278
2;64;20;10;11;120055
2;64;20;00;11;143020
2;64;20;10;11;119909
2;64;20;11;11;115424
2;64;20;10;11;128133
2;64;20;01;11;129228
2;64;20;11;11;113027
2;64;20;01;11;134889
2;64;20;10;11;128705
2;64;20;10;11;202952
2;64;20;11;11;149258
2;64;20;00;11;116989
2;64;20;01;11;129935
2;64;20;11;11;117646
2;64;20;11;11;130404
2;64;20;10;11;115940
2;64;20;01;11;119930
2;64;20;00;11;104637
2;64;20;00;11;118550
2;64;20;10;11;131044
2;64;20;00;11;127753
2;64;20;10;11;112704
2;64;20;11;11;125852
2;64;20;01;11;130331
2;64;20;10;11;122121
2;64;20;00;11;116194
2;64;20;11;11;114644
2;64;20;11;11;168825
2;64;20;00;11;131725
2;64;20;11;11;130367
2;64;20;01;11;126852
2;64;20;01;11;113407
2;64;20;11;11;137654
2;64;20;10;11;122685
2;64;20;11;11;117968
2;64;20;01;11;127689
2;64;20;01;11;107418
2;64;20;11;11;109365
2;64;20;11;11;164584
2;64;20;11;11;106180
2;64;20;10;11;103318
2;64;20;01;11;104017
2;64;20;00;11;108293
2;64;20;01;11;119687
2;64;20;10;11;107272
2;64;20;01;11;99682
2;64;20;00;11;103886
2;64;30;11;11;117101
2;64;30;11;11;132099
2;64;30;10;11;123251
2;64;30;10;11;121660
2;64;30;01;11;137111
2;64;30;11;11;122274
2;64;30;01;11;107297
2;64;30;01;11;111369
2;64;30;00;11;116736
2;64;30;11;11;107702
2;64;30;11;11;115921
2;64;30;11;11;119891
2;64;30;00;11;103328
2;64;30;10;11;115173
2;64;30;11;11;119645
2;64;30;01;11;113215
2;64;30;00;11;111201
2;64;30;01;11;124159
2;64;30;10;11;116598
2;64;30;01;11;119198
2;64;30;11;11;132291
2;64;30;00;11;115556
2;64;30;10;11;110339
2;64;30;10;11;132324
2;64;30;01;11;127878
2;64;30;01;11;132613
2;64;30;01;11;131396
2;64;30;01;11;123560
2;64;30;11;11;189166
2;64;30;11;11;132686
2;64;30;01;11;135210
2;64;30;00;11;131121
2;64;30;10;11;124438
2;64;30;11;11;135533
2;64;30;10;11;138698
2;64;30;00;11;153237
2;64;30;00;11;219981
2;64;30;11;11;169025
2;64;30;00;11;140228
2;64;30;00;11;122299
2;64;30;10;11;143464
2;64;30;01;11;126335
2;64;30;10;11;129523
